Acct	ACCT	"LNAME, FNAME"	Address	City	State	ZIP	CC_NO	CV2	PIN	Balance	acct2
2013045665	7498846	"Hurston  , Toya "	8445 Counsels Trail	METAIRIE	LA	70002	4453396770019520	130	9653	3134	2013074767
2013045666	759887695	"Hyden  , Erica "	1569 Ascertaining Lane	GAINESVILLE	GA	30507	4271789734497060	339	1987	9225	2013074768
2013045667	6734689	"Hyden  , Mee "	5513 Tinkered Court	YAZOO CITY	MS	39194	5662762768249500	738	3493	4280	2013074769
2013045668	49218854	"Hyden  , Veta "	6877 Oversimplification Avenue	TAMPA	FL	33647	4271782198486320	404	9971	3873	2013074770
2013045669	357055664	"Jablonski  , Julee "	9824 Pensive Blvd	INDIANAPOLIS	IN	46254	5662765571289050	756	1940	3897	2013074771
2013045670	198364257	"Jablonski  , Justine "	9942 Federals Avenue	ALCOA	TN	37701	4271785306396470	825	4090	9059	2013074772
2013045671	642571983	"Jablonski  , Lera "	220 Bitmaps Street	PENSACOLA	FL	32502	4453394301452630	935	6808	3877	2013074773
2013045672	991210765	"JACKSON, DONALD"	7405 quarrelers Street	SPRINGFIELD	IL	62704	4271789804687490	411	1635	6798	2013074774
2013045673	1434326171	"Jakubowski  , Jada "	1373 Handbag Trace	MOBILE	AL	36602	4453390067749020	333	7681	8693	2013074775
2013045674	915527343	"Jakubowski  , Jade "	6138 Pierced Court	ST CHARLES	MO	63303	5662760649414060	412	1552	4728	2013074776
2013045675	5291316	"Jakubowski  , Sherika "	1380 Ruffling Lane	LOREAUVILLE	LA	70552	4271781637573240	996	8392	6401	2013074777
2013045676	61035156	"Jhonson  , June "	1343 Adulterating Trail	FORDYCE	AR	71742	4453395807189930	116	7765	283	2013074778
2013045677	610351562	"Jhonson  , Justine "	8132 Episodic Road	DALTON	GA	30721	5662762686462390	944	6613	3724	2013074779
2013045678	3833858	"Jhonson  , Reyna "	5929 Unmannerliness Avenue	EVERGREEN	AL	36401	4271784190673820	350	7073	4229	2013074780
2013045679	1724243164	"Johannes  , Gil "	7149 Repaint Road	MIAMI	FL	33184	5662769351501450	928	6638	8440	2013074781
2013045680	1724243164	"Johannes  , Janina "	5605 Logistic Court	WOOD RIVER	IL	62095	5662765406188950	357	8250	8746	2013074782
2013045681	5869141626	"Johannes  , Louetta "	2984 Revolting Trace	BEEBE	AR	72012	4453392116699210	404	9866	8845	2013074783
2013045682	438476674	"JONES, ASHLEY"	8611 varnishes Trace	MARION	IN	46952	4271784628295890	624	8451	4663	2013074784
2013045683	10546183	"JONES, CARTER"	7804 coolies Parkway	MEMPHIS	TN	38120	5662761646118160	172	8107	1157	2013074785
2013045684	634765624	"Joubert  , Cordell "	233 Livableness Trail	SMYRNA	GA	30080	4453394010314930	930	3496	9170	2013074786
2013045685	1947021484	"Joubert  , Foster "	6389 Irritating Avenue	ELLENTON	FL	34222	4271783380432120	368	4154	3831	2013074787
2013045686	1978706	"Joubert  , Miranda "	130 Theological Avenue	OSCEOLA	AR	72370	4271788730468740	766	5076	251	2013074788
2013045687	51879882	"Kao  , Agnus "	3570 Frustrating Lane	DELRAY BEACH	FL	33445	4271785726623520	753	2198	6776	2013074789
2013045688	9677731766	"Kao  , Logan "	2649 Bareness Lane	PERRYVILLE	MO	63775	4271789701538070	484	3373	328	2013074790
2013045689	9609924	"Kao  , Refugio "	4103 Excitedly Road	SELMA	AL	36703	5662762639465320	986	9972	6581	2013074791
2013045690	1708984175	"KEENAN, GARRETT"	2832 augment Trail	AUBURN	AL	36831	4453398651123030	775	3530	3909	2013074792
2013045691	820922851	"Killian  , Kim "	9915 Frisked Blvd	LONGVIEW	TX	75601	5662769189453110	776	6048	5770	2013074793
2013045692	4748757	"Killian  , Lynnette "	3418 Placing Street	ST CHARLES	MO	63304	4453390752563470	109	6820	7765	2013074794
2013045693	1033878	"Killian  , Marin "	4505 Expenses Circle	NEW ROADS	LA	70760	4271780638732900	549	1954	7421	2013074795
2013045694	747680664	"Kimbrell  , Janiece "	1922 Glamorizers Trace	DALLAS	TX	75247	4453390716552730	236	3160	9709	2013074796
2013045695	1321411132	"Kimbrell  , Karie "	7530 Hatefulness Blvd	JEFFERSON CITY	TN	37760	5662765306396470	651	2603	5833	2013074797
2013045696	820311184	"Kimbrell  , Luba "	4363 Organists Lane	ROME	GA	30162	4271787081298820	265	6202	4720	2013074798
2013045697	4570312168	"KING, CARI"	2943 traitors Blvd	NATCHEZ	MS	39120	4271787930297840	454	4621	5497	2013074799
2013045698	527954101	"Kirkman  , Ardelle "	6984 Endurably Trace	GREENVILLE	SC	29601	4453398347778310	984	6850	5031	2013074800
2013045699	4813103	"Kirkman  , Pearl "	8050 Cradler Avenue	ERIN	TN	37061	4271784974365220	696	6403	6612	2013074801
2013045700	5041709	"Kirkman  , Rozella "	3073 Chiseled Trace	PENSACOLA	FL	32503	4453398288574210	299	6356	9699	2013074802
2013045701	1757812499	"Kogut  , Jere "	7257 Pulpits Trail	KINGSPORT	TN	37664	4453394869995110	889	5717	3707	2013074803
2013045702	1766967773	"Kogut  , Kennith "	5842 Slouched Road	CHAMPAIGN	IL	61820	5662761618347160	281	9940	7688	2013074804
2013045703	556643570	"Kogut  , Lauri "	6687 Bygones Avenue	COLLIERVILLE	TN	38017	4271786515502920	292	1342	5157	2013074805
2013045704	7978511992	"Labar  , Louetta "	1209 Clockwork Blvd	KILLEN	AL	35645	5662765763854970	668	8943	7086	2013074806
2013045705	2469443	"Labar  , Marin "	5091 Elapsing Trace	BLOUNTSTOWN	FL	32424	4453399328002920	530	2199	2993	2013074807
2013045706	7928733	"Labar  , Phuong "	2812 Makefile Avenue	FRANKLIN	TN	37067	4271787361450180	662	1351	1532	2013074808
2013045707	466918945	"Lachowicz  , Charlena "	4774 Subsides Road	JACKSONVILLE	FL	32217	5662764239196770	572	1218	9341	2013074809
2013045708	1321411132	"Lachowicz  , Crystle "	9411 Highlighted Trace	HOMER	GA	30547	4453390671691890	449	5863	606	2013074810
2013045709	1925659179	"Lachowicz  , Erick "	3035 Blesses Avenue	LITTLE ROCK	AR	72227	4271784874572740	917	6913	7103	2013074811
2013045710	582885742	"Laclair  , Claudia "	6021 Besmirched Court	OVIEDO	FL	32765	5662763386535640	336	3708	6126	2013074812
2013045711	320434570	"Laclair  , Jade "	7041 Exacerbate Trail	FAYETTEVILLE	AR	72703	4453394276123040	945	5253	3107	2013074813
2013045712	839233398	"Laclair  , Larisa "	4046 Profaning Blvd	ROLLA	MO	65402	5662764325256340	470	7091	362	2013074814
2013045713	155639648	"Lambdin  , Jeanene "	3034 Collegiately Street	BICKNELL	IN	47512	4453391425476070	977	8304	8871	2013074815
2013045714	427246093	"Lambdin  , Julee "	1968 Healthful Circle	NOBLESVILLE	IN	46062	4271789237976060	711	8366	6898	2013074816
2013045715	6859803	"Lambdin  , Lydia "	853 Sentinel Court	NASHVILLE	TN	37204	5662769777832020	403	1788	2908	2013074817
2013045716	442504882	"Langford  , Lance "	5707 Burlier Street	LAFAYETTE	LA	70503	4453392299194330	493	4513	9927	2013074818
2013045717	742184760	"Langford  , Luba "	5359 Affirming Court	DOTHAN	AL	36305	5662766263732900	217	1119	5864	2013074819
2013045718	6464776	"Langford  , Oleta "	2865 Budgeting Lane	INDIANAPOLIS	IN	46227	4271786604919420	675	4886	5212	2013074820
2013045719	192260742	"Lederman  , Adriane "	6374 Immaturity Blvd	HERMITAGE	TN	37076	5662763474121090	192	2776	8860	2013074821
2013045720	1879882812	"Lederman  , Avril "	4332 Disgorger Circle	NASHVILLE	TN	37208	4271785053710930	133	7951	913	2013074822
2013045721	1835931013	"Lederman  , Lera "	4092 Confiscation Road	PEARLAND	TX	77584	5662766981201160	384	8925	4919	2013074823
2013045722	125122070	"Ledoux  , Antonietta "	5545 Unchivalrously Trail	ORANGE CITY	FL	32763	4453395894775380	128	6864	9998	2013074824
2013045723	1535034179	"Ledoux  , Darline "	9070 Fireworks Avenue	PORT CHARLOTTE	FL	33952	4271789296264630	675	6460	4471	2013074825
2013045724	4972352	"Ledoux  , Stefany "	7556 Clanged Circle	LADUE	MO	63124	4271787749938950	879	2146	6104	2013074826
2013045725	299072265	"Leduc  , Dinorah "	7981 Commenting Trace	BRADENTON	FL	34210	4453392824707020	795	2571	1316	2013074827
2013045726	820922851	"Leduc  , Janina "	8703 Gulling Lane	ORLANDO	FL	32824	4271783471679680	405	4132	577	2013074828
2013045727	3183390	"Leduc  , Sanford "	1734 Innards Trail	MIAMI	FL	33126	4453392343139640	105	1514	5380	2013074829
2013045728	2607421192	"Lennon, John"	9335 Acknowledges Trail	KNOXVILLE	TN	37919	4453391208496090	524	9849	6277	2013074830
2013045729	805664062	"Linhart  , Darcey "	4375 Whirler Lane	MONTGOMERY	AL	36110	4271787104797350	868	2542	6241	2013074831
2013045730	3421399	"Linhart  , Myesha "	3188 Torturer Blvd	D'IBERVILLE	MS	39540	5662768730468740	856	2931	383	2013074832
2013045731	2258236	"Linhart  , Sanford "	7375 Bouncing Lane	ST PETERSBURG BEACH	FL	33706	4271782044982900	363	5684	9925	2013074833
2013045732	5185541681	"Loftus  , Larraine "	864 Stationaries Trail	GOREVILLE	IL	62939	4453396252746570	293	9044	7363	2013074834
2013045733	218747324	"Loftus  , Lauri "	2055 Abscissa Road	GAINESVILLE	FL	32605	5662764101867670	745	2320	2693	2013074835
2013045734	3476983	"Loftus  , Philip "	9899 Exclaimers Lane	BONITA SPRINGS	FL	34134	4271786939697250	168	5298	3180	2013074836
2013045735	1663208007	"Loveless  , Bernard "	6383 Serendipity Court	EAST PEORIA	IL	61611	5662762492065420	380	6499	3084	2013074837
2013045736	1699829101	"Loveless  , Dillon "	6900 Sophisticated Street	GULFPORT	FL	33707	4453396341857900	754	7953	8470	2013074838
2013045737	5560811	"Loveless  , Shaniqua "	2159 Spoolers Street	FORT LAUDERDALE	FL	33308	4453392082519520	320	6971	4492	2013074839
2013045738	5390624102	"LOVETT JR., BARRY"	7173 deterministic Parkway	DAPHNE	AL	36526	4271788181152330	299	9719	4492	2013074840
2013045739	85449218	"Lozada  , Adriene "	515 Ungainliness Trace	JACKSON	MO	63755	4453392178955070	736	7255	9080	2013074841
2013045740	8166519	"Lozada  , Marivel "	2311 Rallying Lane	KINGSPORT	TN	37660	4271783792724600	948	3610	8061	2013074842
2013045741	6884809	"Lozada  , Pearl "	3401 Muddles Street	COLUMBIA	TN	38401	4453392930297840	212	3211	9929	2013074843
2013045742	259399414	"Lucus  , Bobby "	7190 Minuted Trail	BATESVILLE	MS	38606	4453393432006830	731	7026	2464	2013074844
2013045743	1626586914	"Lucus  , Kim "	1288 Invoice Circle	BELLEVILLE	IL	62223	4271787823791490	226	4829	9160	2013074845
2013045744	5681345	"Lucus  , Rene "	3640 Overloading Trace	TYLER	TX	75702	4453397297973620	407	2680	485	2013074846
2013045745	851440429	"Luechtefeld  , Erick "	2923 Crankily Street	BIRMINGHAM	AL	35212	4453390233459470	902	3608	925	2013074847
2013045746	3937586	"Luechtefeld  , Nancie "	4140 Maimers Lane	NEW MADRID	MO	63869	4271785770568840	637	3018	6029	2013074848
2013045747	9938586	"Luechtefeld  , Reyna "	6285 Shorthands Street	ARLINGTON	TX	76015	4453397846679670	164	3944	8222	2013074849
2013045748	558471679	"Luoma  , Fredda "	8560 Barbering Court	ARAB	AL	35016	5662763208618160	281	4344	3970	2013074850
2013045749	1992797851	"Luoma  , Kim "	8067 Explorer Trace	DEFUNIAK SPRINGS	FL	32433	4453390682983390	805	2995	4677	2013074851
2013045750	677732044	"Luoma  , Logan "	2832 Awkwardness Court	CROSSVILLE	TN	38558	5662765983581530	978	6425	2449	2013074852
2013045751	1602172851	"Lymon  , Emely "	3626 Sweeten Court	ST PETERSBURG	FL	33710	5662765813293450	588	5585	7761	2013074853
2013045752	177001953	"Lymon  , Jay "	8677 Exponentiations Trail	VENICE	FL	34292	4453391926879880	741	2486	5525	2013074854
2013045753	224604730	"Lymon  , Loraine "	6128 Tormented Road	TYLER	TX	75703	5662769701538070	277	9089	2550	2013074855
2013045754	982666015	"Magallon  , Alina "	3628 Existential Lane	ESTERO	FL	33928	4271780971679680	730	3250	4495	2013074856
2013045755	7050781397	"Magallon  , Louetta "	8238 Appendices Circle	NEW ORLEANS	LA	70122	4271786263732900	167	7825	6599	2013074857
2013045756	8432631	"Magallon  , Shizuko "	9138 Shapeliness Blvd	BIRMINGHAM	AL	35064	5662767447509750	907	1218	3441	2013074858
2013045757	1782226562	"Maggard  , Fredda "	5476 Acquiesced Circle	ORLANDO	FL	32822	4271783208618160	129	9633	9804	2013074859
2013045758	2114868164	"Maggard  , Hanh "	3745 Thonged Blvd	ATLANTA	GA	30309	5662763264770500	802	9327	1173	2013074860
2013045759	8642206	"Maggard  , Phyllis "	9773 Regressively Blvd	COLUMBUS	GA	31901	5662767361450180	598	8935	6632	2013074861
2013045760	787353515	"Mahabir  , Audra "	8862 Substructures Lane	FRANKLIN	TN	37064	4271787097167960	671	1708	9714	2013074862
2013045761	485229492	"Mahabir  , Edmundo "	8076 Coining Trail	BILOXI	MS	39531	4453395125732410	956	8921	5702	2013074863
2013045762	6062687	"Mahabir  , Toya "	6853 Intraprocess Lane	ST PETERSBURG	FL	33712	4271781911621090	937	8503	1292	2013074864
2013045763	4653224	"Manahan  , Nell "	3116 Answerer Court	MIAMI BEACH	FL	33139	5662760867919920	782	4199	6836	2013074865
2013045764	4718982	"Manahan  , Robby "	7575 Dequeuing Trace	PIGGOTT	AR	72454	4453390027770990	916	3483	1051	2013074866
2013045765	4487795	"Manahan  , Samantha "	1864 Granulating Circle	CHESTERFIELD	MO	63005	4271784608154290	169	5052	2930	2013074867
2013045766	473022460	"Markland  , Kennith "	837 Cancels Street	JEFFERSON CITY	MO	65101	4453395404052720	136	1159	9591	2013074868
2013045767	8521702	"Markland  , Miranda "	568 Tranquilizingly Road	MOULTON	AL	35650	5662761596679680	954	7270	6791	2013074869
2013045768	3773603	"Markland  , Rene "	9301 Voltages Circle	VINCENNES	IN	47591	4271785711975090	150	7573	9387	2013074870
2013045769	713867631	"MARTINEZ, ERIC"	641 acquiesced Court	FORREST CITY	AR	72335	4453390387878410	660	2422	9793	2013074871
2013045770	732421874	"Mash  , Joeann "	9373 Cleanser Street	MEMPHIS	TN	38103	4453392362670890	917	1257	8136	2013074872
2013045771	4722183	"Mash  , Marhta "	403 Referencing Road	LITTLE ROCK	AR	72223	5662769154968250	430	2028	9777	2013074873
2013045772	6282232	"Mash  , Ronnie "	4295 Inventories Lane	ORLANDO	FL	32839	4271782766723630	235	7929	915	2013074874
2013045773	970458984	"Matsumura  , Agnus "	3922 Logical Road	GULFPORT	MS	39503	5662765726623520	396	5400	223	2013074875
2013045774	1931762695	"Matsumura  , Dixie "	2460 Airiness Lane	MIAMI BEACH	FL	33140	4271784931335440	266	7556	870	2013074876
2013045775	704956054	"Matsumura  , Jannet "	4266 Solitary Road	METAIRIE	LA	70006	5662763471679680	428	1338	205	2013074877
2013045776	3208007166	"MAYFIELD, CHRISTOPHER"	2424 ghostly Circle	MARYVILLE	TN	37804	4271780829162590	971	6093	9295	2013074878
2013045777	9174804177	"McCartney, Paul"	2408 Obstructive Lane	RIDGLEY	TN	38080	4271782107238760	488	9987	7710	2013074879
2013045778	7111598	"Mcgriff  , Lydia "	1430 Blessedness Trail	FAYETTE	AL	35555	4453399942016590	753	3264	8295	2013074880
2013045779	4129658	"Mcgriff  , Marivel "	2692 Rekindled Court	WAYNESBORO	GA	30830	5662760638732900	132	4107	8241	2013074881
2013045780	6352712	"Mcgriff  , Trish "	4181 Practiced Avenue	EARLE	AR	72331	4271787643432600	183	3567	122	2013074882
2013045781	930786132	"Mcnemar  , Cristina "	8241 Singable Avenue	DECATUR	AL	35603	4271782598571770	215	6836	1893	2013074883
2013045782	9409398	"Mcnemar  , Samara "	5459 Exhibited Lane	TAMPA	FL	33607	4271787880249010	529	1353	8074	2013074884
2013045783	2109892	"Mcnemar  , Sandie "	8097 Invalidation Blvd	BENTON	KY	42025	5662760098571770	207	6198	1889	2013074885
2013045784	1174926757	"Mcraney  , Alton "	8011 Memorized Blvd	SHAW	MS	38773	5662762022399900	728	5161	361	2013074886
2013045785	1751708984	"Mcraney  , Chi "	5590 Spelled Avenue	MOUNT CARMEL	TN	37645	4271785244445790	651	6843	3916	2013074887
2013045786	827026367	"Mcraney  , Harold "	4623 Gallingly Trace	KOKOMO	IN	46902	4453393485412590	334	1029	3221	2013074888
2013045787	765991210	"Meese  , Broderick "	440 Doubtless Blvd	LARGO	FL	33771	5662766259765610	709	2875	9066	2013074889
2013045788	476074218	"Meese  , Lamar "	1172 Disposed Trail	TOCCOA	GA	30577	4453396025695790	741	8388	6932	2013074890
2013045789	2979292	"Meese  , Marin "	7918 Climates Blvd	TITUSVILLE	FL	32796	5662761495361320	243	7588	5586	2013074891
2013045790	753784179	"Meyer  , Alayna "	2347 Evolution Circle	MILTON	FL	32570	4271780984191890	844	6038	3912	2013074892
2013045791	1419067382	"Meyer  , Jacques "	6078 Preparedness Avenue	BUSHNELL	FL	33513	4271787816467270	675	7668	4438	2013074893
2013045792	4158427	"Meyer  , Shane "	1378 Consuls Blvd	LITTLE ROCK	AR	72209	5662765339355460	387	4104	364	2013074894
2013045793	1599121093	"Mills  , Erica "	5260 Overblown Trail	THOMASVILLE	AL	36784	4453393636779780	751	3231	2310	2013074895
2013045794	7459113	"Mills  , Peggie "	5596 Senator Circle	WEST POINT	MS	39773	4271787581481920	387	6092	6682	2013074896
2013045795	79882518	"Mills  , Vernie "	654 Resister Trail	LOUISVILLE	GA	30434	4453398941650380	447	7515	5199	2013074897
2013045796	5816617	"Millsaps  , Sam "	8749 Alkaline Street	KNOXVILLE	TN	37918	4453392078857410	302	8709	4027	2013074898
2013045797	4263420	"Millsaps  , Shu "	5301 Destruction Court	RUSTON	LA	71270	5662763634338370	929	5960	3242	2013074899
2013045798	4326171143	"Millsaps  , Wilda "	3040 Generosity Circle	COLUMBUS	MS	39702	4271785000610340	514	7193	8763	2013074900
2013045799	851440429	"Monn  , Adriene "	1917 Monarchy Court	ATHENS	AL	35611	5662762218017570	842	2081	8697	2013074901
2013045800	1171874999	"Monn  , Ervin "	4714 Treacherousness Circle	JACKSON	MS	39212	4271780144348140	481	4321	5571	2013074902
2013045801	1589965820	"Monn  , Janiece "	3591 Shingles Blvd	MOBILE	AL	36607	5662760434875480	963	9295	6757	2013074903
2013045802	1052856445	"Moyer  , Janina "	170 Enterpriser Trail	LOUISVILLE	MS	39339	4453393245239250	488	9736	8547	2013074904
2013045803	9603750	"Moyer  , Maryjane "	6349 Hostess Road	DOTHAN	AL	36303	5662763792724600	208	2924	5882	2013074905
2013045804	9282226213	"Moyer  , Verlene "	4629 Conceivably Circle	HUNTSVILLE	AL	35803	4271781058044430	203	6597	5438	2013074906
2013045805	1199340820	"Muench  , Chi "	6657 Agglomerates Street	SILVER SPRINGS	FL	34488	4453396939697250	742	7388	1282	2013074907
2013045806	2050781249	"Muench  , Edmundo "	1418 Fatherliness Lane	LADY LAKE	FL	32159	4271789523925770	484	7813	1768	2013074908
2013045807	3189485	"Muench  , Madlyn "	254 Detailedness Circle	MADISON	MS	39110	4271789792480450	786	8969	6406	2013074909
2013045808	2065429124	"MURFEE, EMILY"	7115 explicitness Trace	HUNTINGDON	TN	38344	4271781598205560	518	8834	2871	2013074910
2013045809	521483509	"Narron  , Lucienne "	9574 Bandies Blvd	HATTIESBURG	MS	39402	5662766973876940	783	2789	4290	2013074911
2013045810	6262140	"Narron  , Samatha "	5682 Fugitiveness Avenue	ORLANDO	FL	32818	4271780098571770	929	4302	1456	2013074912
2013045811	8081928	"Narron  , Sumiko "	9975 Recreational Street	HOUSTON	TX	77056	4453396167907700	492	5290	2871	2013074913
2013045812	6667144	"Netherton  , Madlyn "	7244 Deformation Trace	WINTER HAVEN	FL	33880	4453393024597160	441	5495	3207	2013074914
2013045813	2409165	"Netherton  , Nancie "	8615 Humanely Court	LITTLE ROCK	AR	72201	5662761748352040	333	1699	6156	2013074915
2013045814	3454642	"Netherton  , Napoleon "	2844 Repulsed Avenue	BROUSSARD	LA	70518	4271781571655270	790	5487	9151	2013074916
2013045815	3427734126	"NORRIS, GEORGE"	9627 nonlinearities Lane	WINTER PARK	FL	32792	4271787494812000	691	2967	2103	2013074917
2013045816	1654052734	"Omeara  , Jaunita "	1676 Heiresses Circle	MIAMI	FL	33155	4271780193176260	677	3041	8921	2013074918
2013045817	9365232059	"Omeara  , Linsey "	5209 Squares Trace	OZARK	MO	65721	4453398464050280	442	1737	7134	2013074919
2013045818	5061308	"Omeara  , Oleta "	2164 Sweetens Court	OLDSMAR	FL	34677	5662765640869130	114	5620	7944	2013074920
2013045819	1577758789	"Orsi  , Benita "	9090 Working Blvd	CORNELIUS	NC	28031	5662764782714830	457	1731	1925	2013074921
2013045820	405883789	"Orsi  , Crystle "	7183 Avalanches Circle	SMYRNA	TN	37167	4271789065246570	619	2257	9400	2013074922
2013045821	1464710	"Orsi  , Sumiko "	5464 Correctively Road	SMITHVILLE	TN	37166	5662769259948720	303	2086	9985	2013074923
2013045822	1324462890	"Outten  , Antoinette "	6756 Directness Trace	HIALEAH	FL	33014	4453395354919420	894	8678	1943	2013074924
2013045823	314331054	"Outten  , Bobby "	2104 Crashed Road	PORT CHARLOTTE	FL	33980	5662761820678700	189	8894	7906	2013074925
2013045824	6366607	"Outten  , Samantha "	4226 Bonders Trace	MOUNT VERNON	MO	65712	4453399279174790	876	1574	8924	2013074926
2013045825	18310546	"Parks  , Becki "	3807 Blackboards Trail	ST PETERSBURG	FL	33711	4453392225952140	879	8311	5698	2013074927
